City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,massena,44.9281,-74.8919,34.72,74,0,6.91,US,1732549511
295,coari,-4.085,-63.1414,96.96,41,30,2.44,BR,1732549590
296,saint-denis,48.9167,2.3333,51.42,92,100,9.22,FR,1732549591
297,constantia,44.1833,28.65,34.7,51,1,7.99,RO,1732549592
298,blythe,33.6103,-114.5964,55.85,47,0,4.61,US,1732549594
299,saynshand,44.8824,110.1163,12.94,41,42,7.34,MN,1732549595
300,gutao,37.2025,112.1781,27.48,39,0,10.09,CN,1732549596
301,eggesin,53.6833,14.0833,55.02,68,98,5.01,DE,1732549597
302,malvan,16.0667,73.4667,76.53,63,8,10.76,IN,1732549598
303,sinjar,36.3209,41.8754,46.56,40,32,5.57,IQ,1732549599
304,cabo san lucas,22.8909,-109.9124,80.76,50,75,0.0,MX,1732549600
305,rongelap,11.1635,166.8941,82.6,81,79,20.09,MH,1732549601
306,talnakh,69.4865,88.3972,18.39,96,100,7.92,RU,1732549603
307,salzhemmendorf,52.067,9.5872,60.49,63,82,16.6,DE,1732549604
308,n'zeto,-7.2312,12.8666,80.94,77,67,9.26,AO,1732549605
309,ust-nera,64.5667,143.2,-27.38,99,55,4.16,RU,1732549606
310,fang,19.9169,99.2145,66.18,94,55,1.3,TH,1732549607
311,neiafu,-18.65,-173.9833,77.68,88,75,0.0,TO,1732549608
312,hami,42.8,93.45,25.47,65,79,4.34,CN,1732549609
313,keflavik,64.0049,-22.5624,25.23,74,0,8.05,IS,1732549610
314,kolyshley,52.7005,44.5367,30.51,94,97,11.65,RU,1732549612
315,verdal,63.7933,11.4817,33.57,86,83,3.09,NO,1732549613
316,treasure island,27.7692,-82.769,71.19,67,0,1.99,US,1732549614
317,puerto deseado,-47.7503,-65.8938,56.53,54,22,20.13,AR,1732549615
318,maxixe,-23.8597,35.3472,84.02,70,0,11.99,MZ,1732549616
319,ramnagar,29.4,79.1167,59.56,54,0,4.81,IN,1732549617
320,broome,42.2506,-75.833,43.66,75,0,3.44,US,1732549619
321,luderitz,-26.6481,15.1594,65.66,69,1,21.45,NA,1732549621
322,hotan,37.0997,79.9269,38.66,36,53,2.46,CN,1732549622
323,cadale,2.7603,46.3222,81.21,80,96,13.65,SO,1732549623
324,cascais,38.6979,-9.4215,66.06,64,20,8.05,PT,1732549624
325,wanning,18.8003,110.3967,74.19,94,94,9.22,CN,1732549625
326,mountain home,43.133,-115.6912,32.14,70,75,17.27,US,1732549626
327,olaya herrera,1.2561,-77.4967,83.55,55,16,8.21,CO,1732549628
328,anaconda,46.1285,-112.9423,22.14,68,86,7.45,US,1732549629
329,mejit,10.2753,170.8646,82.17,81,28,20.09,MH,1732549631
330,bembereke,10.2283,2.6634,90.63,12,3,6.11,BJ,1732549632
331,el nido,11.1858,119.3956,79.14,87,68,18.75,PH,1732549633
332,wynyard,-41.0,145.7167,63.19,91,12,5.06,AU,1732549635
333,augusto correa,-1.0217,-46.635,87.62,58,88,7.25,BR,1732549636
334,at taj,24.2049,23.2857,57.56,34,0,10.25,LY,1732549637
335,iwon-up,40.3231,128.6553,50.49,85,100,9.22,KP,1732549638
336,palmerston north,-40.35,175.6167,58.98,89,100,4.0,NZ,1732549639
337,kiffa,16.6166,-11.4045,97.72,8,0,11.52,MR,1732549641
338,sosnovo-ozerskoye,52.5249,111.5418,-7.89,95,82,3.33,RU,1732549643
339,arawa,-6.2132,155.5367,77.7,91,68,1.74,PG,1732549644
340,conduaga,8.862,117.4893,79.56,81,99,1.03,PH,1732549645
341,plaza huincul,-38.926,-69.2086,74.26,20,33,16.89,AR,1732549647
342,arno,60.1167,18.6333,48.52,93,100,14.92,SE,1732549648
343,tshikapa,-6.4167,20.8,77.54,84,64,2.04,CD,1732549651
344,zharkent,44.1628,80.0,36.54,36,0,2.51,KZ,1732549661
345,sopron,47.685,16.5905,44.06,79,6,11.81,HU,1732549662
346,okhotsk,59.3833,143.3,6.84,70,0,13.49,RU,1732549664
347,usogorsk,63.4106,48.6872,26.89,77,99,16.2,RU,1732549665
348,huarmey,-10.0681,-78.1522,72.36,75,70,10.6,PE,1732549666
349,buala,-8.145,159.5921,80.08,84,53,3.18,SB,1732549667
350,boali,4.8005,18.1275,85.78,37,64,4.41,CF,1732549669
351,sitka,57.0531,-135.33,30.09,80,0,4.61,US,1732549670
352,tumayr,25.7039,45.868,77.56,29,71,8.75,SA,1732549671
353,hadibu,12.65,54.0333,78.96,69,7,7.45,YE,1732549677
354,tateyama,34.9833,139.8667,53.35,68,1,8.93,JP,1732549679
355,tazovsky,67.4667,78.7,20.62,87,31,19.13,RU,1732549680
356,bulgan,48.8125,103.5347,10.44,71,100,4.92,MN,1732549681
357,xilin hot,43.9667,116.0333,12.52,81,100,8.12,CN,1732549682
358,kupino,54.3663,77.2981,12.65,89,53,1.7,RU,1732549683
359,waingapu,-9.6567,120.2641,81.93,78,89,1.1,ID,1732549685
360,nanao,37.05,136.9667,47.07,80,44,4.12,JP,1732549686
361,itaituba,-4.2761,-55.9836,86.16,74,75,10.36,BR,1732549687
362,daru,-9.0763,143.2092,79.27,89,45,12.17,PG,1732549688
363,polyarnyy,69.1989,33.4478,33.33,90,100,21.34,RU,1732549689
364,sisimiut,66.9395,-53.6735,31.33,85,100,28.88,GL,1732549690
365,benguela,-12.5763,13.4055,79.34,79,59,8.1,AO,1732549691
366,kingston,17.997,-76.7936,81.55,74,75,4.61,JM,1732549466
367,broken hill,-31.95,141.4333,72.1,68,48,7.81,AU,1732549695
368,mahina,-17.5065,-149.489,76.77,83,0,2.3,PF,1732549696
369,garoowe,8.4054,48.4845,80.64,59,4,18.32,SO,1732549697
370,ouadda,8.0777,22.4007,80.06,29,5,1.79,CF,1732549700
371,marina di pisa-tirrenia-calambrone,43.6272,10.292,57.15,81,40,4.61,IT,1732549701
372,kisangani,0.5167,25.2,71.96,92,91,2.68,CD,1732549702
373,alpine,32.835,-116.7664,58.68,31,100,1.54,US,1732549703
374,ribeira brava,32.65,-17.0667,73.0,86,97,2.1,PT,1732549706
375,payson,40.0444,-111.7321,24.28,86,0,3.44,US,1732549708
376,gisborne,-38.6533,178.0042,57.81,81,100,7.83,NZ,1732549709
377,xuanzhou,30.9525,118.7553,47.91,75,100,10.89,CN,1732549445
378,alaghsas,17.0187,8.0168,84.09,15,0,16.11,NE,1732549711
379,paracuru,-3.41,-39.0306,86.76,56,92,13.71,BR,1732549712
380,bestobe,52.4994,73.0975,14.54,94,8,4.72,KZ,1732549714
381,estancia,-11.2683,-37.4383,81.7,75,82,7.47,BR,1732549715
382,recani,31.2846,-4.2688,69.58,26,100,5.5,MA,1732549716
383,moroto,2.5345,34.6666,73.94,59,95,3.8,UG,1732549717
384,bucerias,20.75,-105.3333,77.99,83,0,5.75,MX,1732549670
385,inari,68.906,27.0288,27.07,86,95,9.4,FI,1732549724
386,severo-yeniseyskiy,60.3725,93.0408,17.46,93,53,8.3,RU,1732549730
387,uturoa,-16.7333,-151.4333,80.1,79,64,16.04,PF,1732549733
388,nelson bay,-32.7167,152.15,70.09,91,41,11.01,AU,1732549734
389,zavitinsk,50.1167,129.45,23.14,94,100,17.85,RU,1732549735
390,sao jose,-28.2333,-49.1667,87.44,32,0,4.23,BR,1732549736
391,fort bragg,35.139,-79.006,60.91,65,0,4.0,US,1732549738
392,santiago de cao,-7.9589,-79.2392,64.53,82,40,9.22,PE,1732549739
393,daxi,24.8837,121.2904,70.79,85,29,1.72,TW,1732549740
394,shalqar,47.8333,59.6,33.37,69,0,10.92,KZ,1732549741
395,sassandra,4.95,-6.0833,84.34,63,15,8.23,CI,1732549742
396,hermanus,-34.4187,19.2345,60.8,82,86,22.12,ZA,1732549743
397,greymouth,-42.4667,171.2,57.92,99,100,1.86,NZ,1732549745
398,namtsy,62.7161,129.6658,-21.62,100,97,3.22,RU,1732549746
399,sillod,20.3,75.65,66.45,42,97,5.44,IN,1732549747
400,guanare,9.0418,-69.7421,81.93,80,89,4.34,VE,1732549748
401,north las vegas,36.1989,-115.1175,51.94,56,40,1.01,US,1732549471
402,les sables-d'olonne,46.6667,-1.8333,54.37,76,98,15.14,FR,1732549751
403,bardai,11.65,7.2333,83.3,16,7,10.51,NG,1732549752
404,inebolu,41.9747,33.7608,39.51,91,100,6.26,TR,1732549754
405,ust-tsilma,65.441,52.1498,26.78,80,100,15.61,RU,1732549755
406,gornozavodsk,58.3758,58.3211,19.8,96,100,2.77,RU,1732549756
407,falmouth,50.1544,-5.0711,50.58,79,75,17.27,GB,1732549757
408,caraballeda,10.6112,-66.8522,90.86,69,94,6.91,VE,1732549758
409,tari,-11.1105,14.3559,66.49,97,100,0.67,AO,1732549759
410,fisterra,42.9049,-9.2629,58.89,64,16,15.9,ES,1732549760
411,kill devil hills,36.0307,-75.676,59.99,75,0,3.44,US,1732549762
412,traverse city,44.7631,-85.6206,39.27,89,100,3.44,US,1732549503
413,usinsk,65.9939,57.5281,19.96,92,100,27.65,RU,1732549764
414,espoo,60.25,24.6667,46.08,85,75,21.0,FI,1732549765
415,akita,39.7167,140.1167,42.58,73,2,8.55,JP,1732549766
416,antigonish,45.6169,-61.9986,42.96,97,100,5.01,CA,1732549767
417,boa vista,2.8197,-60.6733,87.78,58,75,13.8,BR,1732549601
418,la ronge,55.1001,-105.2842,3.45,85,100,6.91,CA,1732549770
419,ulety,51.3572,112.4849,-2.06,97,75,2.82,RU,1732549771
420,lucea,18.451,-78.1736,82.85,88,100,19.69,JM,1732549772
421,lokomotivnyy,53.0118,60.5684,19.17,93,6,5.44,RU,1732549773
422,yarmouth,41.7057,-70.2286,46.09,61,0,27.0,US,1732549775
423,bikenibeu village,1.3673,173.1241,82.36,83,20,16.11,KI,1732549776
424,majene,-3.5403,118.9707,77.2,87,97,4.0,ID,1732549777
425,fort mcmurray,56.7268,-111.381,-2.61,84,100,5.75,CA,1732549779
426,fortuna,40.5982,-124.1573,49.93,94,75,9.22,US,1732549780
427,patnanungan,14.7833,122.1833,79.43,85,44,14.83,PH,1732549781
428,kabanjahe,3.1001,98.4908,66.74,97,100,0.94,ID,1732549782
429,karratha,-20.7377,116.8463,81.3,62,35,16.31,AU,1732549783
430,taco pozo,-25.6167,-63.2833,99.3,33,98,13.91,AR,1732549785
431,piacabucu,-10.4056,-36.4344,84.81,62,37,12.21,BR,1732549787
432,kone,-21.0595,164.8658,74.53,86,78,3.83,NC,1732549788
433,aldan,58.6031,125.3894,-5.58,100,100,2.55,RU,1732549789
434,collie,-33.3667,116.15,45.36,74,1,3.58,AU,1732549790
435,mogadishu,2.0371,45.3438,82.27,83,75,11.5,SO,1732549792
436,guarapari,-20.6667,-40.4975,74.71,66,54,8.1,BR,1732549793
437,antofagasta,-23.65,-70.4,69.08,75,40,7.43,CL,1732549794
438,saipan,15.1355,145.701,83.1,85,40,14.97,MP,1732549795
439,nellore,14.4333,79.9667,74.8,77,100,6.31,IN,1732549507
440,utrik,11.2278,169.8474,82.17,82,71,21.72,MH,1732549797
441,hassi messaoud,31.6804,6.0729,75.06,35,0,5.75,DZ,1732549798
442,mili,6.0815,171.735,82.72,77,97,15.73,MH,1732549800
443,leua,48.2156,18.6071,38.23,88,16,13.18,SK,1732549801
444,shanwei,22.782,115.3475,71.37,80,8,3.58,CN,1732549802
445,shakawe,-18.3667,21.85,82.74,42,56,7.65,BW,1732549803
446,remire-montjoly,4.9167,-52.2667,89.64,62,20,11.5,GF,1732549804
447,masjed soleyman,31.9364,49.3039,71.69,50,89,3.6,IR,1732549805
448,tucupita,9.0622,-62.051,92.5,42,85,6.71,VE,1732549806
449,yuzhno-kurilsk,44.0306,145.8556,35.2,63,36,15.5,RU,1732549807
450,happy valley-goose bay,53.3168,-60.3315,39.51,87,75,14.97,CA,1732549808
451,dalby,-27.1833,151.2667,64.72,78,0,8.59,AU,1732549810
452,yaren,-0.5472,166.916,82.35,77,22,17.67,NR,1732549811
453,sokoni,-6.4333,39.55,81.03,76,6,11.65,TZ,1732549812
454,bernardo de irigoyen,-26.2552,-53.6458,83.98,38,59,6.53,AR,1732549813
455,balsas,-7.5325,-46.0356,90.79,48,17,7.63,BR,1732549814
456,guadalupe y calvo,26.1,-106.9667,63.95,35,10,2.55,MX,1732549815
457,anna regina,7.2644,-58.5077,85.17,66,68,8.66,GY,1732549816
458,morehead city,34.7229,-76.726,64.04,65,0,3.0,US,1732549817
459,kalach-na-donu,48.691,43.5264,39.94,69,100,14.27,RU,1732549818
460,nishifukuma,33.7667,130.4667,51.8,61,100,7.85,JP,1732549821
461,cuatro cienegas de carranza,26.9833,-102.0833,78.84,21,7,1.88,MX,1732549822
462,uray,60.1247,64.7758,24.42,94,100,4.97,RU,1732549823
463,beira,-19.8436,34.8389,86.09,70,20,17.27,MZ,1732549824
464,woolgoolga,-30.1106,153.2007,71.47,91,29,6.78,AU,1732549825
465,malakal,9.5334,31.6605,85.87,23,3,5.08,SS,1732549826
466,nueva palestina,15.8,-92.75,75.24,63,6,4.03,MX,1732549704
467,asha,54.9973,57.2722,24.21,89,20,4.21,RU,1732549829
468,sernur,56.9333,49.1536,22.35,98,80,5.12,RU,1732549830
469,pimenta bueno,-11.6725,-61.1936,92.7,47,72,5.48,BR,1732549832
470,smithers,54.7804,-127.1743,1.72,85,20,6.91,CA,1732549833
471,gizo,-8.103,156.8419,82.62,76,25,4.99,SB,1732549834
472,murmashi,68.8154,32.8115,34.21,86,75,13.42,RU,1732549835
473,howrah,22.5892,88.3103,69.8,73,20,0.0,IN,1732549724
474,feodosiya,45.0333,35.3833,42.49,69,100,21.7,UA,1732549648
475,sinabang,2.4803,96.3801,79.77,83,100,3.67,ID,1732549839
476,wad rawah,15.1603,33.1397,81.55,17,1,10.49,SD,1732549840
477,changji,44.0167,87.3167,16.59,92,20,2.24,CN,1732549841
478,mahibadhoo,3.7833,72.9667,81.79,75,100,8.05,MV,1732549842
479,akom ii,2.7833,10.5667,76.3,85,54,5.21,CM,1732549843
480,bishoftu,8.75,38.9833,63.59,38,0,10.25,ET,1732549844
481,gadzhiyevo,69.2551,33.3362,33.31,89,100,22.24,RU,1732549846
482,dolinsk,47.35,142.8,21.81,76,2,6.17,RU,1732549847
483,caleta de carquin,-11.0925,-77.6267,70.97,76,88,9.42,PE,1732549848
484,miquelon,47.0975,-56.3814,43.9,86,100,11.14,PM,1732549849
485,xining,36.6167,101.7667,18.75,58,27,5.55,CN,1732549850
486,coquimbo,-29.9533,-71.3436,70.99,58,0,16.11,CL,1732549653
487,kozova,49.4354,25.1509,33.75,81,89,11.63,UA,1732549853
488,rabaul,-4.1967,152.1721,80.13,79,82,3.42,PG,1732549854
489,malibu,34.005,-118.8101,57.51,88,100,1.01,US,1732549696
490,ilagan,17.1485,121.8892,75.07,92,79,1.9,PH,1732549856
491,madinat ash shamal,26.1293,51.2009,78.12,58,13,7.87,QA,1732549857
492,lauro de freitas,-12.8944,-38.3272,77.02,83,100,11.5,BR,1732549773
493,lospalos,-8.5186,127.0025,74.93,89,79,0.98,TL,1732549860
494,jinchang,38.4953,102.1739,20.68,25,19,1.05,CN,1732549861
495,atbara,17.7022,33.9864,77.58,19,2,11.43,SD,1732549862
496,bath,51.3779,-2.3591,50.09,80,8,15.17,GB,1732549768
497,tual,-5.6667,132.75,83.89,73,99,4.03,ID,1732549864
498,zboriv,49.6648,25.141,34.83,81,100,13.04,UA,1732549866
499,pakokku,21.3333,95.1,73.31,65,57,1.03,MM,1732549867
500,argostolion,38.1811,20.489,60.87,59,20,6.91,GR,1732549868
501,galle,6.0367,80.217,79.93,84,100,1.99,LK,1732549869
502,kota belud,6.351,116.4305,78.03,87,95,3.69,MY,1732549872
503,vilyuysk,63.7553,121.6247,-26.64,99,24,3.4,RU,1732549873
504,kittila,67.6647,24.8936,30.34,93,20,6.91,FI,1732549874
505,nabire,-3.3667,135.4833,77.16,92,100,1.88,ID,1732549875
506,tomatlan,19.9333,-105.25,79.92,54,28,0.27,MX,1732549877
507,'alaqahdari dishu,30.4374,63.313,66.25,28,76,3.13,AF,1732549878
508,qaryat suluq,31.6682,20.2521,61.34,51,24,12.44,LY,1732549879
509,altai,46.3722,96.2583,1.08,94,42,6.04,MN,1732549880
510,mandal,25.45,74.5667,66.88,31,0,4.76,IN,1732549609
511,parras de la fuente,25.4167,-102.1833,74.53,20,1,1.12,MX,1732549882
512,temiskaming shores,47.4938,-79.7153,22.8,73,71,2.44,CA,1732549594
513,rapid city,44.0805,-103.231,23.85,86,100,5.75,US,1732549712
514,sarina,-21.4333,149.2167,72.61,1,93,7.25,AU,1732549886
515,guelph,43.5501,-80.2497,39.0,85,100,11.48,CA,1732549681
516,rondonopolis,-16.4708,-54.6356,96.37,34,0,5.59,BR,1732549888
517,mariveles,14.4833,120.4833,69.73,84,32,10.04,PH,1732549889
518,port moresby,-9.4431,147.1797,77.54,89,94,8.43,PG,1732549890
519,grabo,57.8363,12.2995,49.48,92,75,19.57,SE,1732549891
520,pamiers,43.0833,1.5,54.43,96,100,9.19,FR,1732549892
521,sao jose da coroa grande,-8.8978,-35.1478,83.37,63,57,13.69,BR,1732549893
522,laghouat,33.8,2.8651,60.71,47,100,9.86,DZ,1732549895
523,farah,32.5,62.5,58.62,28,3,2.75,AF,1732549896
524,lae,-6.7221,146.9847,75.02,88,92,1.63,PG,1732549897
525,vila franca do campo,37.7167,-25.4333,66.61,99,100,17.47,PT,1732549898
526,dailekh,28.8333,81.6667,53.89,77,0,4.76,NP,1732549899
527,burang,30.25,81.1667,23.99,63,9,4.09,CN,1732549900
528,thunder bay,48.4001,-89.3168,30.18,93,100,9.22,CA,1732549901
529,singkil,-7.9855,111.4161,78.94,88,100,2.42,ID,1732549903
530,kruisfontein,-34.0033,24.7314,67.24,79,63,19.64,ZA,1732549904
531,foindu,7.4108,-11.5422,91.51,44,36,5.5,SL,1732549905
532,quillacollo,-17.4,-66.2833,80.13,26,75,4.61,BO,1732549907
533,marquelia,16.5833,-98.8167,81.97,67,0,2.1,MX,1732549908
534,puerto maldonado,-12.6,-69.1833,86.4,70,75,8.05,PE,1732549909
535,duba,27.3513,35.6901,71.22,51,0,12.88,SA,1732549911
536,saint-francois,46.4154,3.9054,56.41,94,75,16.11,FR,1732549912
537,aioun,16.6614,-9.6149,95.27,8,0,11.79,MR,1732549913
538,illizi,26.4833,8.4667,73.92,28,0,17.98,DZ,1732549914
539,isla mujeres,21.2311,-86.731,78.85,55,1,6.11,MX,1732549915
540,liuhe,42.2401,125.7172,34.32,99,100,2.75,CN,1732549916
541,hasaki,35.7333,140.8333,56.25,54,61,7.83,JP,1732549919
542,sao francisco,-15.9486,-44.8644,80.24,60,85,7.49,BR,1732549920
543,el granada,37.5027,-122.4694,53.42,93,100,6.91,US,1732549921
544,chinde,26.8212,87.7095,61.66,77,57,5.21,NP,1732549922
545,yazman,29.1212,71.7446,72.59,26,0,6.85,PK,1732549923
546,grand falls-windsor,48.9332,-55.6649,42.51,95,100,5.53,CA,1732549924
547,ilha de mocambique,-15.0342,40.7358,82.76,77,0,9.71,MZ,1732549925
548,tabou,4.423,-7.3528,82.76,70,25,7.9,CI,1732549927
549,banda aceh,5.5577,95.3222,79.38,87,100,3.33,ID,1732549928
550,carnarvon,-24.8667,113.6333,70.14,69,0,27.11,AU,1732549929
551,sokcho,38.2083,128.5911,54.21,54,100,9.22,KR,1732549930
552,guerrero negro,27.9769,-114.0611,62.71,78,100,3.2,MX,1732549931
553,baise city,23.8997,106.6133,60.53,88,97,0.67,CN,1732549933
554,mesyagutovo,55.5303,58.2528,19.04,83,13,1.68,RU,1732549935
555,marat,25.0701,45.4615,77.68,28,94,4.0,SA,1732549936
556,mukalla,14.5425,49.1242,77.63,68,0,3.76,YE,1732549937
557,kencong,-8.2833,113.3667,79.25,86,100,3.06,ID,1732549938
558,ghazni,33.5536,68.4269,40.26,32,42,2.21,AF,1732549939
559,sydney,-33.8679,151.2073,67.71,85,56,14.97,AU,1732549930
560,horta,38.5333,-28.6333,67.01,93,75,25.99,PT,1732549941
561,toliara,-23.35,43.6667,79.99,82,8,8.86,MG,1732549942
562,beldanga,23.9333,88.25,69.22,39,23,2.42,IN,1732549944
563,carnot,4.9409,15.8665,88.86,33,56,3.29,CF,1732549945
564,winnemucca,40.973,-117.7357,17.65,79,0,5.75,US,1732549946
565,zimovniki,47.1483,42.4633,39.06,89,100,12.88,RU,1732549947
566,colby,39.3958,-101.0524,28.99,60,0,17.27,US,1732549821
567,newman,37.3138,-121.0208,50.05,92,100,10.92,US,1732549950
568,saint-joseph,-21.3667,55.6167,77.38,84,40,10.47,RE,1732549951
569,santa rosalia,27.3167,-112.2833,71.42,33,99,1.41,MX,1732549952
570,manta,-0.95,-80.7333,74.98,78,100,8.32,EC,1732549953
571,yamada,39.4667,141.95,36.1,78,0,3.76,JP,1732549954
572,kolokani,13.5728,-8.0339,93.36,10,1,12.75,ML,1732549955
573,westport,41.1415,-73.3579,48.79,54,11,5.99,US,1732549956
574,agat village,13.3886,144.6585,79.74,91,75,12.66,GU,1732549957
575,lerwick,60.1545,-1.1494,46.56,89,100,16.49,GB,1732549959
576,borba,-4.3878,-59.5939,98.92,36,92,3.94,BR,1732549960
577,salinopolis,-0.6136,-47.3561,85.46,66,100,13.38,BR,1732549961
578,saudarkrokur,65.7461,-19.6394,15.53,89,7,14.7,IS,1732549962
579,papao,-17.75,-149.55,76.68,81,57,15.79,PF,1732549963
580,novoishimskiy,53.1981,66.7694,20.14,87,47,4.41,KZ,1732549964
581,sillamae,59.3997,27.7547,42.53,85,100,23.89,EE,1732549965
582,kamaishi,39.2667,141.8833,38.88,74,0,3.6,JP,1732549966
583,san carlos centro,-31.7286,-61.0919,75.06,91,92,7.72,AR,1732549967
584,milan,45.4643,9.1895,47.5,76,75,4.61,IT,1732549914
585,gaspe,48.8334,-64.4819,43.02,87,100,8.05,CA,1732549830
586,la'ie,21.6477,-157.9253,70.05,72,2,7.67,US,1732549971
587,surgut,61.25,73.4167,24.98,74,0,8.95,RU,1732549972
588,cururupu,-1.8283,-44.8683,90.16,49,85,8.03,BR,1732549973
589,savanna-la-mar,18.219,-78.1332,82.92,88,100,4.61,JM,1732549975
590,kahramanmaras,38.0,37.0,19.22,86,98,5.48,TR,1732549976
